web-scraper-order,web-scraper-start-url,link,link-href,title,author,description,genres,isbn,location,cover,date
"1613084189-3240","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Dealers of Lightning: Xerox PARC and the Dawn of the Computer Age","https://www.goodreads.com/book/show/1101290.Dealers_of_Lightning","Dealers of Lightning: Xerox PARC and the Dawn of the Computer Age","Michael A. Hiltzik","null","Computer Science","0887309895
                      (ISBN13: 9780887309892)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349086333l/1101290.jpg","(first published March 1st 1999)"
"1613083995-3017","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Googled: The End of the World as We Know It","https://www.goodreads.com/book/show/6514908-googled","Googled: The End of the World as We Know It","Ken Auletta","null","Business","1594202354
                      (ISBN13: 9781594202353)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347715468l/6514908.jpg","(first published 2009)"
"1613084101-3146","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Medium is the Massage","https://www.goodreads.com/book/show/25955.The_Medium_is_the_Massage","The Medium is the Massage","Marshall McLuhan","null","Sociology","1584230703
                      (ISBN13: 9781584230700)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598544928l/25955._SY475_.jpg","(first published 1967)"
"1613084065-3110","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Age of Spiritual Machines: When Computers Exceed Human Intelligence","https://www.goodreads.com/book/show/83533.The_Age_of_Spiritual_Machines","The Age of Spiritual Machines: When Computers Exceed Human Intelligence","Ray Kurzweil","null","Futurism","0140282025
                      (ISBN13: 9780140282023)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309284708l/83533.jpg","(first published December 28th 1998)"
"1613083756-2725","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Big Switch: Rewiring the World, from Edison to Google","https://www.goodreads.com/book/show/16241165-the-big-switch","The Big Switch: Rewiring the World, from Edison to Google","Nicholas Carr","null","Internet","039334522X
                      (ISBN13: 9780393345223)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367516473l/16241165.jpg","(first published January 17th 2008)"
"1613084446-3522","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Soul of a New Machine","https://www.goodreads.com/book/show/7090.The_Soul_of_a_New_Machine","The Soul of a New Machine","Tracy Kidder","null","History","0316491977
                      (ISBN13: 9780316491976)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441207522l/7090.jpg","(first published 1981)"
"1613084208-3269","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Startup","https://www.goodreads.com/book/show/17993963-startup","Startup","Glenn Ogura","null","Business","null","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370221109l/17993963.jpg","null"
"1613084276-3355","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Future of Ideas: The Fate of the Commons in a Connected World","https://www.goodreads.com/book/show/72012.The_Future_of_Ideas","The Future of Ideas: The Fate of the Commons in a Connected World","Lawrence Lessig","null","Philosophy","0375726446
                      (ISBN13: 9780375726446)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403185621l/72012.jpg","(first published 2001)"
"1613084338-3445","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Second Coming of Steve Jobs","https://www.goodreads.com/book/show/56545.The_Second_Coming_of_Steve_Jobs","The Second Coming of Steve Jobs","Alan Deutschman","null","Biography","0767904338
                      (ISBN13: 9780767904339)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388365742l/56545.jpg","(first published 2000)"
"1613083938-2932","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Hard Drive: Bill Gates and the Making of the Microsoft Empire","https://www.goodreads.com/book/show/41611.Hard_Drive","Hard Drive: Bill Gates and the Making of the Microsoft Empire","James Wallace","null","Business","0887306292
                      (ISBN13: 9780887306297)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440431674l/41611._SY475_.jpg","(first published January 1st 1992)"
"1613083975-2994","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Groundswell: Winning in a World Transformed by Social Technologies","https://www.goodreads.com/book/show/2896061-groundswell","Groundswell: Winning in a World Transformed by Social Technologies","Charlene Li","null","Communication","1422125009
                      (ISBN13: 9781422125007)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442815608l/2896061._SY475_.jpg","(first published January 1st 2008)"
"1613083938-2929","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Hard Drive: Bill Gates and the Making of the Microsoft Empire","https://www.goodreads.com/book/show/41611.Hard_Drive","Hard Drive: Bill Gates and the Making of the Microsoft Empire","James Wallace","null","Computers","0887306292
                      (ISBN13: 9780887306297)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440431674l/41611._SY475_.jpg","(first published January 1st 1992)"
"1613084242-3298","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Bad Blood: Secrets and Lies in a Silicon Valley Startup","https://www.goodreads.com/book/show/37976541-bad-blood","Bad Blood: Secrets and Lies in a Silicon Valley Startup","John Carreyrou","null","Journalism","152473165X
                      (ISBN13: 9781524731656)","Palo Alto, California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702l/37976541.jpg","null"
"1613083663-2620","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Circle","https://www.goodreads.com/book/show/18302455-the-circle","The Circle","Dave Eggers","null","Audiobook","0385351399
                      (ISBN13: 9780385351393)","California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376419833l/18302455.jpg","null"
"1613083613-2559","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Fatal System Error: The Hunt for the New Crime Lords Who are Bringing Down the Internet","https://www.goodreads.com/book/show/7638558-fatal-system-error","Fatal System Error: The Hunt for the New Crime Lords Who are Bringing Down the Internet","Joseph Menn","null","Science","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442101084l/7638558._SY475_.jpg","(first published 2010)"
"1613084301-3391","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground","https://www.goodreads.com/book/show/9319468-kingpin","Kingpin: How One Hacker Took Over the Billion-Dollar Cybercrime Underground","Kevin Poulsen","null","True Crime","0307588688
                      (ISBN13: 9780307588685)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320477825l/9319468.jpg","null"
"1613083640-2593","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Haunted Empire: Apple After Steve Jobs","https://www.goodreads.com/book/show/18669497-haunted-empire","Haunted Empire: Apple After Steve Jobs","Yukari Iwatani Kane","null","Technology","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391414801l/18669497.jpg","(first published March 1st 2014)"
"1613083929-2906","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Revolution in The Valley: The Insanely Great Story of How the Mac Was Made","https://www.goodreads.com/book/show/40492.Revolution_in_The_Valley","Revolution in The Valley: The Insanely Great Story of How the Mac Was Made","Andy Hertzfeld","null","Nonfiction","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388288490l/40492.jpg","(first published December 6th 2004)"
"1613083811-2761","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Planet Google: One Company's Audacious Plan to Organize Everything We Know","https://www.goodreads.com/book/show/3839314-planet-google","Planet Google: One Company's Audacious Plan to Organize Everything We Know","Randall E. Stross","null","Science","141654691X
                      (ISBN13: 9781416546917)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348605830l/3839314.jpg","(first published January 1st 2008)"
"1613084101-3143","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Medium is the Massage","https://www.goodreads.com/book/show/25955.The_Medium_is_the_Massage","The Medium is the Massage","Marshall McLuhan","null","Philosophy","1584230703
                      (ISBN13: 9781584230700)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598544928l/25955._SY475_.jpg","(first published 1967)"
"1613084118-3175","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader","https://www.goodreads.com/book/show/23395719-becoming-steve-jobs","Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader","Brent Schlender","null","Business","0771079141
                      (ISBN13: 9780771079146)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421713283l/23395719.jpg","null"
"1613083950-2945","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Intel Trinity: How Robert Noyce, Gordon Moore, and Andy Grove Built the World's Most Important Company","https://www.goodreads.com/book/show/18606951-the-intel-trinity","The Intel Trinity: How Robert Noyce, Gordon Moore, and Andy Grove Built the World's Most Important Company","Michael S. Malone","null","Business","null","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397422937l/18606951.jpg","null"
"1613083601-2557","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture","https://www.goodreads.com/book/show/10146.The_Search","The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture","John Battelle","null","Buisness","1591840880
                      (ISBN13: 9781591840886)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442839930l/10146._SY475_.jpg","(first published 2005)"
"1613083727-2692","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley","https://www.goodreads.com/book/show/28259132-chaos-monkeys","Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley","Antonio García Martínez","null","Technology","0062458191
                      (ISBN13: 9780062458193)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465404348l/28259132._SY475_.jpg","null"
"1613083589-2539","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","https://www.goodreads.com/book/show/211099.Losing_My_Virginity","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","Richard Branson","null","Memoir","0812932293
                      (ISBN13: 9780812932294)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388216295l/211099.jpg","(first published 1998)"
"1613084232-3281","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Insanely Great: The Life and Times of Macintosh, the Computer that Changed Everything","https://www.goodreads.com/book/show/56825.Insanely_Great","Insanely Great: The Life and Times of Macintosh, the Computer that Changed Everything","Steven Levy","null","Computer Science","0140291776
                      (ISBN13: 9780140291773)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924623l/56825.jpg","(first published July 5th 1993)"
